,ScalingFactorS,LoadScalingFactor,electricEnergyKwh,naturalGasEnergyKwh,districtHeatingEnergyKwh,volumeFlowMainVentilatorM3H,PowerDemandMainVentilator,TemperatureBeforeMainVentilator,TemperatureAfterMainVentilator,volumeFlowRegenerationVentilatorM3H,PowerDemandRegenerationVentilator,TemperatureRegenerationHeater,HeatFlowRegenerationHeater,HeatFlowPreCooler/Heater-amb-1,TemperaturePreCooler-amb-1,HeatFlowPreCooler-3-4,TemperaturePreCooler-3-4,HeatFlowPreHeater-5-In,TemperaturePreHeater-5-In,FluidTemperatureInHeatRecoveryUnit,TemperatureInPurgeAir,DewPointTemperatureDryRoom,TemperatureDryRoom,DryRoomHeatLoad,DryRoomMoistureLoad,OutsideRelativeHumidity,OutsideTemperatureDegrees,Preheating,locationVariant
118,8.0,2.0,3423355.8,3634514.2,2474038.5,24.503334,62139.293,294.5704,295.2383,7.3408,11651.335,397.73502,666607.94,281740.62,283.15,-80.0,293.69714,265600.0,310.94913,346.16,311.05377,14.080328,302.0214,32380.0,0.0013888889,0.7190689725503842,7.111541801733197,264027.5,OT-29
119,9.0,2.0,3849474.0,4031743.8,2803300.8,27.56625,69916.71,294.50906,295.1769,8.2584,13102.05,397.73502,746667.25,316995.7,283.15,-90.0,293.7961,298800.0,310.91306,346.40106,311.2041,14.068983,301.91556,36427.5,0.0013888889,0.7190689717908096,7.111541848884846,297066.6,OT-30
120,0.5,0.5,217501.89,236894.47,66664.266,1.5314584,3931.566,296.74207,297.3936,0.4588,759.4008,397.73502,63100.242,8226.098,283.15,-5.0,293.64197,14066.498,314.02652,333.15,309.89127,14.010241,305.0305,505.9375,0.00019427741,0.7964065423379589,10.262461536106603,3773.642,HB-1
121,1.0,0.5,429835.97,457780.84,187426.28,3.0629168,7773.0786,296.31152,296.96185,0.9176,1511.1143,397.73502,88996.45,16454.104,283.15,-10.0,293.62592,32168.174,313.3855,334.2814,310.24167,14.012833,304.40732,1011.875,0.00038855482,0.7964065348660736,10.26246162098912,7547.435,HB-2
122,2.0,0.5,856663.0,886805.44,470988.53,6.1258335,15475.257,295.80026,296.4508,1.8352,3002.4138,397.73508,164323.25,32952.926,283.15,-20.0,293.6294,66400.0,312.65857,339.6546,310.37164,14.014132,303.6764,2023.75,0.00077710964,0.7964065241364029,10.262461994417082,15096.539,HB-3
123,3.0,0.5,1281328.4,1311291.0,767541.06,9.18875,23179.838,295.50125,296.15222,2.7528,4489.6973,397.73502,235352.1,49499.367,283.15,-30.0,293.65167,99600.0,312.3357,341.75214,310.29813,14.01457,303.25055,3035.625,0.0011656644,0.7964065411134037,10.262461469365643,22652.861,HB-4
124,4.0,0.5,1703123.5,1734310.4,1067556.5,12.251667,30875.553,295.29672,295.94806,3.6704,5975.771,397.73502,305240.44,66050.35,283.15,-40.0,293.68164,132800.0,312.16324,342.9169,310.4018,14.0147915,302.9597,4047.5,0.0013888889,0.7964065359615566,10.262461830623979,30213.555,HB-5
125,5.0,0.5,2124195.8,2155275.2,1369020.2,15.314584,38574.957,295.14584,295.79745,4.588,7461.3286,397.73502,378684.97,82594.09,283.15,-50.0,293.71573,166000.0,312.05872,343.6664,310.60214,14.014927,302.74527,5059.375,0.0013888889,0.7964065265096464,10.262462066842918,37775.527,HB-6
126,6.0,0.5,2544759.8,2571675.8,1671444.0,18.3775,46318.16,295.02972,295.68158,5.5056,8946.579,397.73502,452297.6,99164.695,283.15,-60.0,293.75235,199200.0,311.98993,344.1814,310.82556,14.015014,302.5803,6071.25,0.0013888889,0.796406537841232,10.26246172277694,45338.55,HB-7
127,7.0,0.5,2967148.8,2981944.8,1974473.1,21.440416,54072.57,294.9378,295.58987,6.4232,10431.672,397.73502,525866.3,115722.78,283.15,-70.0,293.7906,232400.0,311.94177,344.56027,311.03555,14.015075,302.44977,7083.125,0.0013888889,0.7964065473407604,10.26246168546061,52901.523,HB-8
128,8.0,0.5,3389413.5,3384519.8,2277874.2,24.503334,61836.375,294.86374,295.51593,7.3408,11916.749,397.73502,599404.75,132285.44,283.15,-80.0,293.82983,265600.0,311.90652,344.8521,311.21887,14.01513,302.34457,8095.0,0.0013888889,0.7964065586595858,10.262461320094975,60464.727,HB-9
129,9.0,0.5,3811590.5,3778663.0,2581530.2,27.56625,69608.37,294.80307,295.4554,8.2584,13401.719,397.73502,672728.56,148824.1,283.15,-90.0,293.86954,298800.0,311.87973,345.08374,311.37302,14.015168,302.25845,9106.875,0.0013888889,0.7964065665062738,10.262461161151128,68028.1,HB-10
130,0.5,1.0,216401.66,259469.5,52607.203,1.5314584,3933.6519,296.88876,297.54022,0.4588,749.9638,397.73502,63099.86,8226.032,283.15,-5.0,293.665,13697.472,314.0508,333.15,309.8649,14.047692,305.30164,1011.875,0.00038855482,0.796406541683441,10.262461535308312,3774.12,HB-11
131,1.0,1.0,427587.38,500691.38,164194.08,3.0629168,7773.513,296.45645,297.10678,0.9176,1490.9337,397.73502,84349.04,16456.443,283.15,-10.0,293.6538,30978.627,313.40924,336.72443,310.23395,14.050273,304.67566,2023.75,0.00077710964,0.7964065422609417,10.262461710287667,7548.3477,HB-12
132,2.0,1.0,852293.94,968435.0,434145.22,6.1258335,15482.212,295.94342,296.594,1.8352,2959.7834,397.73502,163302.6,32919.473,283.15,-20.0,293.66608,66400.0,312.6821,340.6377,310.34583,14.051566,303.942,4047.5,0.0013888889,0.7964065284277438,10.262461844802782,15096.95,HB-13
133,3.0,1.0,1275755.2,1426996.0,720626.2,9.18875,23188.535,295.64386,296.29486,2.7528,4424.189,397.73502,241363.44,49452.355,283.15,-30.0,293.69644,99600.0,312.35916,341.83066,310.2552,14.052003,303.5153,6071.25,0.0013888889,0.7964065378871823,10.262461615842325,22648.867,HB-14
134,4.0,1.0,1697202.9,1870678.8,1013210.56,12.251667,30882.68,295.4395,296.09085,3.6704,5887.3335,397.735,313215.8,65993.35,283.15,-40.0,293.73386,132800.0,312.18665,342.94302,310.35358,14.052223,303.22458,8095.0,0.0013888889,0.7964065475316502,10.262461674613743,30205.42,HB-15
135,5.0,1.0,2118883.0,2295456.5,1309416.9,15.314584,38582.902,295.28915,295.9408,4.588,7349.894,397.73502,380455.38,82545.21,283.15,-50.0,293.77484,166000.0,312.08212,343.67105,310.55365,14.052358,303.01086,10118.75,0.0013888889,0.7964065260186668,10.262461994328952,37764.28,HB-16
136,6.0,1.0,2540511.2,2703904.5,1607263.6,18.3775,46324.9,295.17377,295.82562,5.5056,8812.145,397.73502,452890.53,99092.26,283.15,-60.0,293.8179,199200.0,312.0133,344.1826,310.77817,14.052444,302.8469,12142.5,0.0013888889,0.7964065402260634,10.262461761664609,45324.453,HB-17
137,7.0,1.0,2964202.5,3099874.2,1905735.2,21.440416,54077.664,295.08273,295.7348,6.4232,10274.21,397.73502,526186.7,115646.5,283.15,-70.0,293.8621,232400.0,311.96515,344.56152,310.98755,14.052505,302.7176,14166.25,0.0013888889,0.7964065493695516,10.262461462437669,52885.316,HB-18
138,8.0,1.0,3387870.2,3486359.0,2204297.5,24.503334,61840.45,295.00958,295.66183,7.3408,11736.117,397.73502,599461.56,132160.61,283.15,-80.0,293.90686,265600.0,311.92987,344.85318,311.16925,14.05256,302.6137,16190.0,0.0013888889,0.7964065583667352,10.262461499896297,60445.94,HB-19
139,9.0,1.0,3811405.0,3865771.5,2502640.8,27.56625,69611.29,294.94992,295.60226,8.2584,13198.189,397.73502,672723.5,148734.73,283.15,-90.0,293.95172,298800.0,311.9031,345.0845,311.321,14.052598,302.52896,18213.75,0.0013888889,0.7964065658882216,10.262461172476936,68006.04,HB-20
140,0.5,2.0,215385.98,284567.34,33882.75,1.5314584,3935.306,297.18643,297.83777,0.4588,738.3256,397.73505,63099.1,8227.661,283.15,-5.0,293.71185,12704.755,314.09937,336.08237,309.78833,14.1223545,305.8502,2023.75,0.00077710964,0.7964066019619873,10.262460765945727,3774.8604,HB-21
141,1.0,2.0,423287.6,548260.25,128219.97,3.0629168,7776.692,296.7508,297.40115,0.9176,1466.1259,397.73502,91884.234,16455.314,283.15,-10.0,293.71085,28552.176,313.45676,340.7142,310.22427,14.124914,305.219,4047.5,0.0013888889,0.796406534336634,10.262461954228705,7549.8716,HB-22
142,2.0,2.0,845326.5,1048580.2,376713.9,6.1258335,15491.346,296.23422,296.88486,1.8352,2907.3713,397.73502,174027.39,32915.973,283.15,-20.0,293.74146,61768.816,312.7291,341.45026,310.3087,14.126197,304.47983,8095.0,0.0013888889,0.7964065423452744,10.262461664330713,15099.853,HB-23
143,3.0,2.0,1269711.2,1505607.5,651705.7,9.18875,23187.834,295.93384,296.5849,2.7528,4343.743,397.73502,245784.34,49401.48,283.15,-30.0,293.7886,98959.87,312.48404,341.83145,310.18063,14.126629,304.05173,12142.5,0.0013888889,0.7964065459627414,10.262461361490733,22649.562,HB-24
144,4.0,2.0,1693531.8,1932556.8,934585.6,12.251667,30878.676,295.72995,296.38138,3.6704,5779.167,397.73502,314135.9,65900.39,283.15,-40.0,293.84146,132800.0,312.2335,342.94406,310.31042,14.126847,303.76157,16190.0,0.0013888889,0.7964065418220029,10.2624617742424,30200.098,HB-25
145,5.0,2.0,2117382.5,2341804.5,1219273.0,15.314584,38583.477,295.58084,296.2325,4.588,7213.6978,397.73502,380475.62,82436.06,283.15,-50.0,293.8968,166000.0,312.12894,343.6714,310.4632,14.126981,303.5495,20237.5,0.0013888889,0.7964065364678069,10.262462081391217,37751.99,HB-26
146,6.0,2.0,2540822.0,2739118.8,1504076.4,18.3775,46324.965,295.4749,296.12662,5.5056,8647.88,397.73502,452886.7,98967.25,283.15,-60.0,294.04053,199200.0,312.0522,344.18286,310.69788,14.114339,303.37643,24285.0,0.0013888889,0.7964065412232104,10.262461773090621,45305.105,HB-27
147,7.0,2.0,2965942.8,3127549.0,1788359.1,21.440416,54077.78,295.3975,296.04904,6.4232,10081.87,397.73502,526180.75,115489.37,283.15,-70.0,294.17838,232400.0,311.99194,344.5615,310.91818,14.094917,303.23404,28332.5,0.0013888889,0.7964065370584101,10.262461686877238,52858.74,HB-28
148,8.0,2.0,3390743.5,3508935.5,2072052.9,24.503334,61840.637,295.3356,295.98706,7.3408,11515.785,397.73502,599454.6,132040.4,283.15,-80.0,294.28464,265600.0,311.94763,344.85312,311.10574,14.080346,303.12183,32380.0,0.0013888889,0.7964065674113132,10.262461182746616,60412.875,HB-29
149,9.0,2.0,3815266.0,3884270.0,2355156.0,27.56625,69611.48,295.2855,295.9369,8.2584,12949.526,397.73502,672715.4,148574.02,283.15,-90.0,294.3686,298800.0,311.9138,345.08444,311.2614,14.068999,303.03177,36427.5,0.0013888889,0.7964065606860404,10.262461131879007,67968.84,HB-30
150,0.5,0.5,274655.84,226222.45,42150.418,1.5314584,3925.2236,298.5467,299.15192,0.4588,736.41724,397.73502,62960.016,919.45233,284.2843,-5.0,293.9662,9788.374,315.25073,333.15,309.8375,14.156503,306.12775,505.9375,0.00023155821,0.7090558291734269,18.620630244194203,13.789111,BA-1
151,1.0,0.5,544111.2,435297.47,143716.22,3.0629168,7750.745,298.16946,298.77408,0.9176,1463.1649,397.735,75619.19,1839.2634,285.29678,-10.0,294.04956,24118.98,314.66153,336.67627,310.29788,14.159072,305.5794,1011.875,0.00046311642,0.7090558235238751,18.620630262966678,27.614588,BA-2
152,2.0,0.5,1085342.2,839706.75,393621.44,6.1258335,15426.452,297.7431,298.3484,1.8352,2902.938,397.73502,142123.64,3678.8335,286.99268,-20.0,294.48398,58158.215,313.84207,341.5628,310.3595,14.160359,304.96826,2023.75,0.00092623284,0.7090558193340256,18.620630323640608,55.246403,BA-3
153,3.0,0.5,1625317.4,1239206.2,659662.94,9.18875,23097.182,297.5148,298.12067,2.7528,4337.9834,397.73502,209105.95,5517.7275,288.32263,-30.0,295.12766,93571.695,313.47046,343.7339,310.27582,14.160793,304.6425,3035.625,0.0013888889,0.7090558236127535,18.62063027264614,82.87986,BA-4
154,4.0,0.5,2162973.0,1636232.6,930662.5,12.251667,30759.293,297.37155,297.9778,3.6704,5771.5527,397.73502,275810.94,7355.4624,289.36932,-40.0,295.60196,129426.93,313.31866,344.97546,310.43915,14.161013,304.43835,4047.5,0.0013888889,0.7090558246437588,18.620630256389653,110.50619,BA-5
155,5.0,0.5,2700413.0,2026841.6,1204410.4,15.314584,38429.07,297.28403,297.89017,4.588,7204.5005,397.73502,342369.1,9190.643,290.1902,-50.0,296.0302,165409.33,313.22772,345.76297,310.71088,14.141569,304.27927,5059.375,0.0013888889,0.7090558225034642,18.620630290033276,138.13934,BA-6
156,6.0,0.5,3237749.8,2407090.2,1480056.6,18.3775,46109.336,297.22894,297.83475,5.5056,8637.083,397.73505,408645.44,11035.65,290.8324,-60.0,296.39316,199200.0,313.82343,346.31613,310.98688,14.114403,304.1552,6071.25,0.0013888889,0.7090558244564507,18.62063032332443,165.73955,BA-7
157,7.0,0.5,3777244.8,2774592.0,1757029.6,21.440416,53818.89,297.19016,297.79578,6.4232,10069.419,397.73502,474701.94,12875.156,291.33414,-70.0,296.67975,232400.0,313.81656,346.72537,311.22522,14.094972,304.06747,7083.125,0.0013888889,0.7090558278700192,18.62063022055273,193.36588,BA-8
158,8.0,0.5,4316904.5,3129028.0,2034855.9,24.503334,61541.797,297.16312,297.76852,7.3408,11501.711,397.73502,540744.2,14712.652,291.7256,-80.0,296.91272,265600.0,313.54868,347.04037,311.42014,14.080394,304.00452,8095.0,0.0013888889,0.7090558290107449,18.62063021447426,221.04591,BA-9
159,9.0,0.5,4856603.0,3471477.0,2313122.8,27.56625,69266.92,297.14465,297.7499,8.2584,12933.828,397.73502,606778.0,16553.371,292.03036,-90.0,297.10553,298800.0,313.28543,347.2903,311.57788,14.069042,303.95926,9106.875,0.0013888889,0.709055831826138,18.620630145028734,248.64685,BA-10
160,0.5,1.0,273370.72,250839.06,27342.674,1.5314584,3920.6372,298.66345,299.27167,0.4588,723.93115,397.735,62958.246,919.6079,284.2843,-5.0,293.97754,9737.528,315.36523,334.69836,309.80573,14.338391,306.60275,1011.875,0.00046311642,0.7090558318250478,18.62063007827391,13.791939,BA-11
